customer_index,order_no,order_date,amount,people_count,order_type,table_type
86,YJN202604050414,2026-04-05,264.28,8,商务宴请,大包间
86,YJN202603050415,2026-03-05,247.76,5,生日宴,小包间
86,YJN202602250416,2026-02-25,165.17,8,商务宴请,大包间
87,YJN202607150417,2026-07-15,157,3,家庭聚餐,小包间
88,YJN202607290418,2026-07-29,272,8,商务宴请,大包间
89,YJN202608220419,2026-08-22,222.43,8,朋友聚餐,大包间
89,YJN202608070420,2026-08-07,296.57,8,朋友聚餐,大包间
90,YJN202608070421,2026-08-07,350.4,5,生日宴,小包间
90,YJN202607300422,2026-07-30,306.6,5,生日宴,小包间
91,YJN202608190423,2026-08-19,193.2,3,生日宴,小包间
91,YJN202608020424,2026-08-02,289.8,3,生日宴,大厅
92,YJN202608210425,2026-08-21,166.67,8,商务宴请,大包间
92,YJN202608070426,2026-08-07,333.33,3,生日宴,卡座
93,YJN202607190427,2026-07-19,257.82,6,普通用餐,小包间
93,YJN202606080428,2026-06-08,451.18,8,商务宴请,大包间
94,YJN202608170429,2026-08-17,661.7,8,商务宴请,大包间
94,YJN202608100430,2026-08-10,428.16,8,家庭聚餐,大包间
94,YJN202608040431,2026-08-04,583.85,6,家庭聚餐,小包间
94,YJN202607180432,2026-07-18,467.08,8,家庭聚餐,大包间
94,YJN202607100433,2026-07-10,350.31,2,普通用餐,大包间
94,YJN202607020434,2026-07-02,544.93,6,家庭聚餐,小包间
94,YJN202606230435,2026-06-23,311.39,4,家庭聚餐,卡座
94,YJN202606140436,2026-06-14,622.78,2,家庭聚餐,卡座
94,YJN202606070437,2026-06-07,661.7,5,家庭聚餐,小包间
94,YJN202606030438,2026-06-03,622.78,3,家庭聚餐,窗边
94,YJN202605180439,2026-05-18,661.7,6,家庭聚餐,小包间
94,YJN202605130440,2026-05-13,700.62,2,普通用餐,卡座
95,YJN202608060441,2026-08-06,195.0,5,朋友聚餐,小包间
95,YJN202607230442,2026-07-23,260.0,6,生日宴,小包间
96,YJN202607150443,2026-07-15,303.91,8,公司聚餐,大包间
96,YJN202606260444,2026-06-26,162.09,8,公司聚餐,大包间
97,YJN202607210445,2026-07-21,235.57,8,朋友聚餐,大包间
97,YJN202607110446,2026-07-11,249.43,8,普通用餐,大包间
97,YJN202606080447,2026-06-08,194.0,4,普通用餐,小包间
98,YJN202605050448,2026-05-05,237.69,3,家庭聚餐,小包间
98,YJN202604100449,2026-04-10,386.24,8,商务宴请,大包间
98,YJN202603020450,2026-03-02,356.53,4,朋友聚餐,大包间
98,YJN202602160451,2026-02-16,356.54,3,普通用餐,大包间
99,YJN202608250452,2026-08-25,150.48,2,朋友聚餐,卡座
99,YJN202608070453,2026-08-07,191.52,4,普通用餐,卡座
100,YJN202607310454,2026-07-31,232,6,生日宴,小包间
101,YJN202608060455,2026-08-06,663.0,8,公司聚餐,大包间
101,YJN202607290456,2026-07-29,312.0,3,普通用餐,大厅
102,YJN202608170457,2026-08-17,346.3,4,朋友聚餐,大包间
102,YJN202608030458,2026-08-03,184.7,8,家庭聚餐,大包间
103,YJN202608090459,2026-08-09,187.67,8,商务宴请,大包间
103,YJN202608060460,2026-08-06,375.33,8,商务宴请,大包间
104,YJN202608020461,2026-08-02,526.12,4,家庭聚餐,大厅
104,YJN202607190462,2026-07-19,350.75,5,家庭聚餐,小包间
104,YJN202607050463,2026-07-05,526.13,6,家庭聚餐,小包间
105,YJN202608210464,2026-08-21,456.5,6,家庭聚餐,小包间
105,YJN202608050465,2026-08-05,456.5,8,朋友聚餐,大包间
105,YJN202608020466,2026-08-02,747.0,8,公司聚餐,大包间
105,YJN202607300467,2026-07-30,456.5,5,家庭聚餐,小包间
105,YJN202607120468,2026-07-12,747.0,8,商务宴请,大包间
105,YJN202607050469,2026-07-05,456.5,5,家庭聚餐,小包间
105,YJN202606270470,2026-06-27,498.0,6,家庭聚餐,小包间
105,YJN202606240471,2026-06-24,747.0,8,商务宴请,大包间
106,YJN202608240472,2026-08-24,222,8,商务宴请,大包间
107,YJN202608280473,2026-08-28,158.9,5,生日宴,小包间
107,YJN202608100474,2026-08-10,317.79,8,公司聚餐,大包间
107,YJN202608050475,2026-08-05,357.52,2,生日宴,大包间
107,YJN202607230476,2026-07-23,258.21,5,朋友聚餐,小包间
107,YJN202607120477,2026-07-12,317.79,8,生日宴,大包间
107,YJN202606290478,2026-06-29,357.52,8,生日宴,大包间
107,YJN202606180479,2026-06-18,337.66,4,家庭聚餐,窗边
107,YJN202606070480,2026-06-07,337.66,8,公司聚餐,大包间
107,YJN202605260481,2026-05-26,238.34,8,公司聚餐,大包间
107,YJN202605170482,2026-05-17,238.34,4,生日宴,窗边
107,YJN202605100483,2026-05-10,357.52,3,生日宴,小包间
107,YJN202604300484,2026-04-30,178.75,3,生日宴,小包间
108,YJN202608050485,2026-08-05,214.77,4,家庭聚餐,窗边
108,YJN202607230486,2026-07-23,134.23,5,朋友聚餐,小包间
109,YJN202608220487,2026-08-22,268,4,朋友聚餐,小包间
110,YJN202606180488,2026-06-18,370,8,商务宴请,大包间
111,YJN202607300489,2026-07-30,255.0,8,朋友聚餐,大包间
111,YJN202606220490,2026-06-22,153.0,6,朋友聚餐,小包间
112,YJN202608010491,2026-08-01,226.08,6,家庭聚餐,小包间
112,YJN202607200492,2026-07-20,376.79,8,商务宴请,大包间
112,YJN202607040493,2026-07-04,276.32,8,家庭聚餐,大包间
112,YJN202606300494,2026-06-30,401.91,2,家庭聚餐,大包间
112,YJN202606230495,2026-06-23,226.08,3,家庭聚餐,小包间
112,YJN202606160496,2026-06-16,452.15,5,普通用餐,小包间
112,YJN202606070497,2026-06-07,351.67,3,家庭聚餐,卡座
113,YJN202605290498,2026-05-29,297.73,5,家庭聚餐,小包间
113,YJN202604240499,2026-04-24,446.59,2,家庭聚餐,卡座
113,YJN202603200500,2026-03-20,267.95,4,家庭聚餐,大厅
113,YJN202602150501,2026-02-15,297.73,3,生日宴,大厅
114,YJN202607200502,2026-07-20,286.62,4,普通用餐,小包间
114,YJN202606270503,2026-06-27,127.38,5,普通用餐,小包间
115,YJN202608090504,2026-08-09,295.11,4,朋友聚餐,大包间
115,YJN202608010505,2026-08-01,313.56,6,生日宴,小包间
115,YJN202607270506,2026-07-27,221.33,8,商务宴请,大包间
116,YJN202606290507,2026-06-29,306.0,8,商务宴请,大包间
116,YJN202605300508,2026-05-30,170.0,8,公司聚餐,大包间
116,YJN202605100509,2026-05-10,221.0,8,公司聚餐,大包间
116,YJN202604220510,2026-04-22,255.0,8,家庭聚餐,大包间
117,YJN202608040511,2026-08-04,263,6,朋友聚餐,小包间
118,YJN202607200512,2026-07-20,137.89,5,普通用餐,小包间
118,YJN202606190513,2026-06-19,124.11,6,朋友聚餐,小包间
119,YJN202608120514,2026-08-12,365.5,2,普通用餐,大厅
119,YJN202608080515,2026-08-08,172.0,8,公司聚餐,大包间
119,YJN202608020516,2026-08-02,365.5,8,公司聚餐,大包间
120,YJN202608190517,2026-08-19,246.29,8,家庭聚餐,大包间
120,YJN202608010518,2026-08-01,184.71,4,普通用餐,大包间
121,YJN202608100519,2026-08-10,182.67,8,公司聚餐,大包间
121,YJN202607300520,2026-07-30,91.33,2,普通用餐,卡座
122,YJN202608100521,2026-08-10,378.03,8,公司聚餐,大包间
122,YJN202608040522,2026-08-04,200.13,6,朋友聚餐,小包间
122,YJN202607290523,2026-07-29,266.84,8,朋友聚餐,大包间
123,YJN202607130524,2026-07-13,236,8,公司聚餐,大包间
124,YJN202608190525,2026-08-19,257.78,8,公司聚餐,大包间
124,YJN202608010526,2026-08-01,206.22,3,朋友聚餐,大厅
125,YJN202608010527,2026-08-01,325.89,2,朋友聚餐,大厅
125,YJN202607220528,2026-07-22,733.25,2,普通用餐,窗边
125,YJN202607050529,2026-07-05,366.62,4,家庭聚餐,小包间
125,YJN202606230530,2026-06-23,366.62,4,生日宴,大厅
125,YJN202606120531,2026-06-12,692.51,4,朋友聚餐,窗边
125,YJN202605260532,2026-05-26,733.25,5,朋友聚餐,小包间
125,YJN202605220533,2026-05-22,611.04,5,朋友聚餐,小包间
125,YJN202605160534,2026-05-16,407.36,8,商务宴请,大包间
125,YJN202605080535,2026-05-08,366.62,8,公司聚餐,大包间
125,YJN202605040536,2026-05-04,651.77,2,家庭聚餐,窗边
125,YJN202604220537,2026-04-22,366.62,3,普通用餐,大厅
125,YJN202604080538,2026-04-08,366.62,6,朋友聚餐,小包间
125,YJN202603260539,2026-03-26,488.83,6,朋友聚餐,小包间
126,YJN202607290540,2026-07-29,199.64,6,朋友聚餐,小包间
126,YJN202607100541,2026-07-10,166.36,8,普通用餐,大包间
127,YJN202608140542,2026-08-14,142.0,5,普通用餐,小包间
127,YJN202607270543,2026-07-27,213.0,2,普通用餐,小包间
128,YJN202608160544,2026-08-16,504.0,8,普通用餐,大包间
128,YJN202608060545,2026-08-06,364.0,5,普通用餐,小包间
128,YJN202607240546,2026-07-24,224.0,5,家庭聚餐,小包间
129,YJN202606120547,2026-06-12,300.86,6,生日宴,小包间
129,YJN202605110548,2026-05-11,416.57,8,家庭聚餐,大包间
129,YJN202604240549,2026-04-24,416.57,5,生日宴,小包间
130,YJN202606080550,2026-06-08,470.29,4,生日宴,大厅
130,YJN202604300551,2026-04-30,313.53,6,生日宴,小包间
130,YJN202604020552,2026-04-02,282.18,8,商务宴请,大包间
131,YJN202608060553,2026-08-06,232,5,普通用餐,小包间
132,YJN202607270554,2026-07-27,153,6,生日宴,小包间
133,YJN202608070555,2026-08-07,271,5,家庭聚餐,小包间
134,YJN202607120556,2026-07-12,321,8,商务宴请,大包间
135,YJN202607180557,2026-07-18,231,5,普通用餐,小包间
136,YJN202608180558,2026-08-18,668.94,6,生日宴,小包间
136,YJN202608020559,2026-08-02,297.31,6,生日宴,小包间
136,YJN202607290560,2026-07-29,334.47,8,商务宴请,大包间
136,YJN202607260561,2026-07-26,520.28,4,朋友聚餐,大厅
137,YJN202607110562,2026-07-11,179.38,8,商务宴请,大包间
137,YJN202606120563,2026-06-12,244.62,8,商务宴请,大包间
138,YJN202608290564,2026-08-29,439.57,5,家庭聚餐,小包间
138,YJN202608150565,2026-08-15,317.46,3,家庭聚餐,小包间
138,YJN202608090566,2026-08-09,366.31,5,家庭聚餐,小包间
138,YJN202608050567,2026-08-05,219.78,8,家庭聚餐,大包间
138,YJN202607280568,2026-07-28,219.78,2,生日宴,大包间
138,YJN202607100569,2026-07-10,439.57,6,家庭聚餐,小包间
138,YJN202607030570,2026-07-03,268.62,5,家庭聚餐,小包间
138,YJN202606170571,2026-06-17,195.36,8,家庭聚餐,大包间
138,YJN202606110572,2026-06-11,317.46,5,家庭聚餐,小包间
138,YJN202605310573,2026-05-31,317.46,8,商务宴请,大包间
138,YJN202605220574,2026-05-22,439.57,8,家庭聚餐,大包间
138,YJN202605130575,2026-05-13,293.06,8,家庭聚餐,大包间
139,YJN202608090576,2026-08-09,431.03,4,生日宴,小包间
139,YJN202607270577,2026-07-27,387.93,3,生日宴,窗边
139,YJN202607120578,2026-07-12,603.44,8,生日宴,大包间
139,YJN202606260579,2026-06-26,775.85,4,生日宴,卡座
139,YJN202606160580,2026-06-16,732.75,8,公司聚餐,大包间
140,YJN202608010581,2026-08-01,509.61,8,公司聚餐,大包间
140,YJN202607200582,2026-07-20,573.31,8,朋友聚餐,大包间
140,YJN202607060583,2026-07-06,350.36,8,公司聚餐,大包间
140,YJN202606290584,2026-06-29,350.36,8,公司聚餐,大包间
140,YJN202606210585,2026-06-21,350.36,8,公司聚餐,大包间
141,YJN202604200586,2026-04-20,256,8,家庭聚餐,大包间
142,YJN202607150587,2026-07-15,341,8,公司聚餐,大包间
143,YJN202608020588,2026-08-02,433.9,8,公司聚餐,大包间
143,YJN202607300589,2026-07-30,325.43,8,公司聚餐,大包间
143,YJN202607240590,2026-07-24,379.67,4,家庭聚餐,窗边
144,YJN202608290591,2026-08-29,662.75,8,普通用餐,大包间
144,YJN202608250592,2026-08-25,994.12,8,普通用餐,大包间
144,YJN202608110593,2026-08-11,662.75,5,普通用餐,小包间
144,YJN202607250594,2026-07-25,552.29,8,普通用餐,大包间
144,YJN202607190595,2026-07-19,441.83,6,普通用餐,小包间
144,YJN202607090596,2026-07-09,662.75,8,普通用餐,大包间
144,YJN202606240597,2026-06-24,607.51,6,普通用餐,小包间
145,YJN202608010598,2026-08-01,306.48,4,家庭聚餐,大包间
145,YJN202607180599,2026-07-18,224.75,8,商务宴请,大包间
145,YJN202607090600,2026-07-09,367.77,3,家庭聚餐,卡座
146,YJN202608090601,2026-08-09,156,2,家庭聚餐,大包间
147,YJN202608090602,2026-08-09,380.07,4,生日宴,大厅
147,YJN202607230603,2026-07-23,506.76,6,朋友聚餐,小包间
147,YJN202607160604,2026-07-16,380.07,8,商务宴请,大包间
147,YJN202607120605,2026-07-12,316.73,8,商务宴请,大包间
147,YJN202607050606,2026-07-05,316.73,8,商务宴请,大包间
147,YJN202606220607,2026-06-22,538.44,8,商务宴请,大包间
147,YJN202606180608,2026-06-18,380.07,8,商务宴请,大包间
147,YJN202606060609,2026-06-06,253.38,8,商务宴请,大包间
147,YJN202605190610,2026-05-19,411.75,8,商务宴请,大包间
148,YJN202608220611,2026-08-22,310.49,6,生日宴,小包间
148,YJN202608090612,2026-08-09,310.49,6,生日宴,小包间
148,YJN202607260613,2026-07-26,508.08,8,公司聚餐,大包间
148,YJN202607140614,2026-07-14,366.94,8,生日宴,大包间
149,YJN202605290615,2026-05-29,328.25,6,生日宴,小包间
149,YJN202605060616,2026-05-06,378.75,2,家庭聚餐,小包间
150,YJN202607230617,2026-07-23,394.0,6,朋友聚餐,小包间
150,YJN202606110618,2026-06-11,253.29,8,商务宴请,大包间
150,YJN202605160619,2026-05-16,394.0,8,商务宴请,大包间
150,YJN202605070620,2026-05-07,337.71,8,商务宴请,大包间
151,YJN202608250621,2026-08-25,249,6,朋友聚餐,小包间
152,YJN202608190622,2026-08-19,199.5,6,生日宴,小包间
152,YJN202608110623,2026-08-11,199.5,8,公司聚餐,大包间
153,YJN202607300624,2026-07-30,158.4,8,商务宴请,大包间
153,YJN202607090625,2026-07-09,193.6,6,家庭聚餐,小包间
154,YJN202605180626,2026-05-18,354.44,8,商务宴请,大包间
154,YJN202605010627,2026-05-01,455.71,8,商务宴请,大包间
154,YJN202604220628,2026-04-22,227.85,8,商务宴请,大包间
155,YJN202605170629,2026-05-17,320.0,6,生日宴,小包间
155,YJN202604230630,2026-04-23,400.0,5,朋友聚餐,小包间
156,YJN202608280631,2026-08-28,379.09,6,朋友聚餐,小包间
156,YJN202608220632,2026-08-22,406.17,5,家庭聚餐,小包间
156,YJN202608190633,2026-08-19,487.41,8,家庭聚餐,大包间
156,YJN202608140634,2026-08-14,379.09,3,家庭聚餐,卡座
156,YJN202608100635,2026-08-10,379.09,8,家庭聚餐,大包间
156,YJN202608050636,2026-08-05,352.02,6,家庭聚餐,小包间
156,YJN202607220637,2026-07-22,216.62,8,家庭聚餐,大包间
156,YJN202607160638,2026-07-16,379.09,8,家庭聚餐,大包间
156,YJN202607040639,2026-07-04,487.42,8,公司聚餐,大包间
157,YJN202607190640,2026-07-19,601.53,8,商务宴请,大包间
157,YJN202606060641,2026-06-06,434.44,8,商务宴请,大包间
157,YJN202605200642,2026-05-20,267.35,8,商务宴请,大包间
157,YJN202605050643,2026-05-05,534.68,8,商务宴请,大包间
158,YJN202604110644,2026-04-11,218.0,3,普通用餐,窗边
158,YJN202603210645,2026-03-21,290.67,3,朋友聚餐,大厅
158,YJN202602150646,2026-02-15,266.44,6,普通用餐,小包间
158,YJN202601060647,2026-01-06,314.89,5,生日宴,小包间
159,YJN202608210648,2026-08-21,303.07,8,商务宴请,大包间
159,YJN202608090649,2026-08-09,269.4,8,商务宴请,大包间
159,YJN202608040650,2026-08-04,151.53,8,商务宴请,大包间
160,YJN202607270651,2026-07-27,288.53,8,商务宴请,大包间
160,YJN202607040652,2026-07-04,288.53,8,商务宴请,大包间
160,YJN202606200653,2026-06-20,221.94,8,商务宴请,大包间
161,YJN202605040654,2026-05-04,161.5,8,朋友聚餐,大包间
161,YJN202604050655,2026-04-05,161.5,6,生日宴,小包间
162,YJN202607270656,2026-07-27,518.5,2,家庭聚餐,小包间
162,YJN202606290657,2026-06-29,396.5,3,普通用餐,大包间
163,YJN202608050658,2026-08-05,237.12,5,朋友聚餐,小包间
163,YJN202607290659,2026-07-29,256.88,4,朋友聚餐,小包间
164,YJN202608100660,2026-08-10,210.97,6,普通用餐,小包间
164,YJN202608040661,2026-08-04,225.03,4,普通用餐,窗边
165,YJN202608070662,2026-08-07,252,4,家庭聚餐,大厅
166,YJN202608240663,2026-08-24,425.64,6,生日宴,小包间
166,YJN202608130664,2026-08-13,378.35,3,生日宴,卡座
166,YJN202607260665,2026-07-26,756.7,3,生日宴,大包间
166,YJN202607190666,2026-07-19,851.29,6,生日宴,小包间
166,YJN202607050667,2026-07-05,378.35,8,公司聚餐,大包间
166,YJN202606200668,2026-06-20,803.99,8,家庭聚餐,大包间
166,YJN202606100669,2026-06-10,803.99,2,朋友聚餐,窗边
166,YJN202605290670,2026-05-29,662.11,2,家庭聚餐,小包间
166,YJN202605220671,2026-05-22,803.99,2,生日宴,窗边
166,YJN202605050672,2026-05-05,520.23,4,生日宴,大包间
166,YJN202604300673,2026-04-30,378.36,5,生日宴,小包间
167,YJN202606030674,2026-06-03,146.12,8,生日宴,大包间
167,YJN202605060675,2026-05-06,146.12,8,公司聚餐,大包间
167,YJN202604220676,2026-04-22,328.76,6,朋友聚餐,小包间
168,YJN202607180677,2026-07-18,182,5,生日宴,小包间
169,YJN202607270678,2026-07-27,342.87,8,公司聚餐,大包间
169,YJN202607150679,2026-07-15,266.68,5,生日宴,小包间
169,YJN202606040680,2026-06-04,247.63,8,公司聚餐,大包间
169,YJN202605110681,2026-05-11,323.82,8,商务宴请,大包间
170,YJN202605010682,2026-05-01,259.22,3,生日宴,大包间
170,YJN202604230683,2026-04-23,293.78,2,生日宴,卡座
171,YJN202608140684,2026-08-14,230.4,8,商务宴请,大包间
171,YJN202608050685,2026-08-05,153.6,8,商务宴请,大包间
172,YJN202608090686,2026-08-09,409.49,3,朋友聚餐,卡座
172,YJN202608010687,2026-08-01,216.79,6,生日宴,小包间
172,YJN202607160688,2026-07-16,433.58,8,公司聚餐,大包间
172,YJN202607130689,2026-07-13,264.97,2,朋友聚餐,窗边
172,YJN202607030690,2026-07-03,337.23,5,朋友聚餐,小包间
172,YJN202606290691,2026-06-29,313.14,3,家庭聚餐,大包间
172,YJN202606220692,2026-06-22,216.79,3,生日宴,卡座
172,YJN202606140693,2026-06-14,361.32,3,朋友聚餐,小包间
172,YJN202606070694,2026-06-07,433.58,6,生日宴,小包间
172,YJN202606030695,2026-06-03,361.32,5,朋友聚餐,小包间
172,YJN202605270696,2026-05-27,361.32,2,朋友聚餐,大厅
172,YJN202605230697,2026-05-23,264.97,6,朋友聚餐,小包间
172,YJN202605150698,2026-05-15,409.5,6,家庭聚餐,小包间
173,YJN202605060699,2026-05-06,338.68,2,生日宴,卡座
173,YJN202603290700,2026-03-29,376.32,2,生日宴,大厅
174,YJN202607250701,2026-07-25,228,8,商务宴请,大包间
175,YJN202608030702,2026-08-03,202.56,4,普通用餐,大厅
175,YJN202607310703,2026-07-31,344.35,8,商务宴请,大包间
175,YJN202607150704,2026-07-15,324.09,5,普通用餐,小包间
176,YJN202607200705,2026-07-20,348.44,8,公司聚餐,大包间
176,YJN202606050706,2026-06-05,323.56,5,朋友聚餐,小包间
177,YJN202608230707,2026-08-23,132.73,4,普通用餐,卡座
177,YJN202608050708,2026-08-05,159.27,8,商务宴请,大包间
178,YJN202608270709,2026-08-27,559.98,8,公司聚餐,大包间
178,YJN202608110710,2026-08-11,513.31,8,商务宴请,大包间
178,YJN202607280711,2026-07-28,373.32,8,公司聚餐,大包间
178,YJN202607220712,2026-07-22,373.32,8,公司聚餐,大包间
178,YJN202607150713,2026-07-15,793.3,8,公司聚餐,大包间
178,YJN202606290714,2026-06-29,746.63,4,生日宴,大包间
178,YJN202606180715,2026-06-18,419.98,8,公司聚餐,大包间
178,YJN202606070716,2026-06-07,746.63,8,公司聚餐,大包间
178,YJN202605220717,2026-05-22,373.32,8,公司聚餐,大包间
178,YJN202605080718,2026-05-08,653.3,2,家庭聚餐,窗边
178,YJN202604270719,2026-04-27,839.96,8,公司聚餐,大包间
178,YJN202604120720,2026-04-12,513.31,6,生日宴,小包间
178,YJN202604030721,2026-04-03,606.64,8,公司聚餐,大包间
179,YJN202607220722,2026-07-22,169.28,8,公司聚餐,大包间
179,YJN202607140723,2026-07-14,211.6,2,普通用餐,小包间
179,YJN202607010724,2026-07-01,296.24,8,公司聚餐,大包间
179,YJN202606140725,2026-06-14,380.88,8,公司聚餐,大包间
180,YJN202608290726,2026-08-29,384.71,6,生日宴,小包间
180,YJN202608210727,2026-08-21,673.24,3,生日宴,大厅
180,YJN202608030728,2026-08-03,673.24,8,朋友聚餐,大包间
180,YJN202607170729,2026-07-17,817.51,3,朋友聚餐,大厅
180,YJN202607140730,2026-07-14,865.6,8,商务宴请,大包间
180,YJN202607050731,2026-07-05,769.42,5,朋友聚餐,小包间
180,YJN202606230732,2026-06-23,577.06,3,朋友聚餐,卡座
180,YJN202606140733,2026-06-14,817.51,8,朋友聚餐,大包间
180,YJN202606100734,2026-06-10,384.71,2,朋友聚餐,卡座
181,YJN202607140735,2026-07-14,148.71,4,朋友聚餐,窗边
181,YJN202605300736,2026-05-30,198.29,5,家庭聚餐,小包间
182,YJN202608240737,2026-08-24,171,2,生日宴,小包间
183,YJN202608240738,2026-08-24,340.98,5,朋友聚餐,小包间
183,YJN202608110739,2026-08-11,477.37,2,生日宴,大包间
183,YJN202608050740,2026-08-05,545.57,8,公司聚餐,大包间
183,YJN202607250741,2026-07-25,306.88,8,公司聚餐,大包间
183,YJN202607140742,2026-07-14,545.57,8,家庭聚餐,大包间
183,YJN202606270743,2026-06-27,306.88,5,朋友聚餐,小包间
183,YJN202606120744,2026-06-12,545.57,6,生日宴,小包间
183,YJN202605250745,2026-05-25,409.18,8,公司聚餐,大包间
184,YJN202605050746,2026-05-05,402.0,8,商务宴请,大包间
184,YJN202604020747,2026-04-02,368.5,8,商务宴请,大包间
184,YJN202603040748,2026-03-04,402.0,8,商务宴请,大包间
184,YJN202602200749,2026-02-20,301.5,8,商务宴请,大包间
185,YJN202607300750,2026-07-30,185.83,8,公司聚餐,大包间
185,YJN202607110751,2026-07-11,131.17,5,家庭聚餐,小包间
186,YJN202608050752,2026-08-05,376.67,3,普通用餐,卡座
186,YJN202607250753,2026-07-25,376.67,2,普通用餐,大厅
186,YJN202607160754,2026-07-16,376.66,8,公司聚餐,大包间
187,YJN202608070755,2026-08-07,492.12,6,朋友聚餐,小包间
187,YJN202608040756,2026-08-04,410.1,8,公司聚餐,大包间
187,YJN202607310757,2026-07-31,464.78,4,生日宴,大包间
188,YJN202608280758,2026-08-28,237.0,5,家庭聚餐,小包间
188,YJN202608240759,2026-08-24,379.2,8,公司聚餐,大包间
188,YJN202608080760,2026-08-08,284.4,8,公司聚餐,大包间
188,YJN202607210761,2026-07-21,331.8,8,公司聚餐,大包间
188,YJN202607170762,2026-07-17,260.7,8,公司聚餐,大包间
188,YJN202607030763,2026-07-03,402.9,8,商务宴请,大包间
188,YJN202606180764,2026-06-18,237.0,8,公司聚餐,大包间
189,YJN202608010765,2026-08-01,386.93,6,家庭聚餐,小包间
189,YJN202607240766,2026-07-24,386.93,3,家庭聚餐,大包间
189,YJN202607130767,2026-07-13,505.98,5,家庭聚餐,小包间
189,YJN202607030768,2026-07-03,357.16,4,朋友聚餐,大包间
190,YJN202608260769,2026-08-26,559.79,8,商务宴请,大包间
190,YJN202608160770,2026-08-16,699.73,8,商务宴请,大包间
190,YJN202607310771,2026-07-31,466.49,8,公司聚餐,大包间
190,YJN202607160772,2026-07-16,793.03,8,商务宴请,大包间
190,YJN202607070773,2026-07-07,466.49,8,商务宴请,大包间
190,YJN202606300774,2026-06-30,793.03,8,商务宴请,大包间
190,YJN202606230775,2026-06-23,839.68,8,商务宴请,大包间
190,YJN202606050776,2026-06-05,513.14,8,商务宴请,大包间
190,YJN202606020777,2026-06-02,419.84,8,商务宴请,大包间
190,YJN202605250778,2026-05-25,559.78,3,普通用餐,小包间
191,YJN202608170779,2026-08-17,695.2,4,朋友聚餐,小包间
191,YJN202608060780,2026-08-06,834.24,8,商务宴请,大包间
191,YJN202607230781,2026-07-23,417.12,8,商务宴请,大包间
191,YJN202607200782,2026-07-20,695.2,8,商务宴请,大包间
191,YJN202607040783,2026-07-04,602.51,8,商务宴请,大包间
191,YJN202606280784,2026-06-28,556.16,3,家庭聚餐,小包间
191,YJN202606140785,2026-06-14,602.51,6,朋友聚餐,小包间
191,YJN202606050786,2026-06-05,602.51,2,朋友聚餐,大厅
191,YJN202605280787,2026-05-28,741.55,3,朋友聚餐,小包间
192,YJN202608130788,2026-08-13,409.71,8,生日宴,大包间
192,YJN202608010789,2026-08-01,567.29,5,家庭聚餐,小包间
193,YJN202604220790,2026-04-22,297,8,朋友聚餐,大包间
194,YJN202606050791,2026-06-05,228.21,3,朋友聚餐,大厅
194,YJN202604300792,2026-04-30,214.79,3,朋友聚餐,小包间
195,YJN202607260793,2026-07-26,346.5,8,商务宴请,大包间
195,YJN202607120794,2026-07-12,423.5,2,生日宴,大包间
195,YJN202606280795,2026-06-28,385.0,2,生日宴,大厅
195,YJN202606160796,2026-06-16,539.0,3,生日宴,大厅
196,YJN202608160797,2026-08-16,336.44,6,家庭聚餐,小包间
196,YJN202608060798,2026-08-06,261.67,2,普通用餐,小包间
196,YJN202607250799,2026-07-25,224.29,5,朋友聚餐,小包间
196,YJN202607080800,2026-07-08,205.6,8,商务宴请,大包间
197,YJN202608160801,2026-08-16,343.59,8,公司聚餐,大包间
197,YJN202608090802,2026-08-09,257.69,8,商务宴请,大包间
197,YJN202608010803,2026-08-01,343.59,8,家庭聚餐,大包间
197,YJN202607150804,2026-07-15,322.13,4,家庭聚餐,大包间
198,YJN202608100805,2026-08-10,157.04,4,生日宴,大包间
198,YJN202608050806,2026-08-05,107.96,4,生日宴,大厅
199,YJN202604170807,2026-04-17,200.33,5,生日宴,小包间
199,YJN202604010808,2026-04-01,400.67,8,生日宴,大包间
200,YJN202608010809,2026-08-01,710.86,6,普通用餐,小包间
200,YJN202607200810,2026-07-20,710.86,3,普通用餐,窗边
200,YJN202607100811,2026-07-10,568.69,8,公司聚餐,大包间
200,YJN202607070812,2026-07-07,379.12,5,普通用餐,小包间
200,YJN202606230813,2026-06-23,663.47,2,普通用餐,大包间
93,YJNextra00814,2026-07-19,565.56,6,普通用餐,小包间
105,YJNextra00815,2026-08-21,554.32,4,家庭聚餐,大包间
78,YJNextra00816,2026-07-22,203.6,3,公司聚餐,小包间
53,YJNextra00817,2026-08-09,404.78,5,家庭聚餐,小包间
171,YJNextra00818,2026-08-14,334.73,3,商务宴请,大厅
183,YJNextra00819,2026-08-24,264.69,2,公司聚餐,小包间
101,YJNextra00820,2026-08-06,539.9,2,公司聚餐,窗边
47,YJNextra00821,2026-08-24,175.66,3,朋友聚餐,小包间
146,YJNextra00822,2026-08-09,576.58,5,家庭聚餐,小包间
162,YJNextra00823,2026-07-27,579.54,4,普通用餐,大厅
64,YJNextra00824,2026-08-23,306.58,5,家庭聚餐,大厅
187,YJNextra00825,2026-08-07,262.43,4,公司聚餐,大包间
23,YJNextra00826,2026-08-11,674.79,3,公司聚餐,大包间
153,YJNextra00827,2026-07-30,551.56,2,公司聚餐,窗边
160,YJNextra00828,2026-07-27,568.92,6,商务宴请,窗边
